time,obs,obs_id,id
0.5,5.992150025687106,1,1
1.25,5.738106626662739,1,1
2.0,15.005526476697474,1,1
2.75,38.312834979483306,1,1
3.5,14.63025811785398,1,1
4.25,8.717837819373615,1,1
5.0,26.196112859002934,1,1
5.75,12.828119997372365,1,1
6.5,24.382993267526004,1,1
7.25,14.776166783897095,1,1
8.0,17.41040084807717,1,1
8.75,11.60113332233477,1,1
9.5,38.136110320211,1,1
10.25,30.860057010615982,1,1
11.0,20.769857307537993,1,1
11.75,6.076093747749298,1,1
12.5,2.743935676934898,1,1
13.25,8.847861582033998,1,1
14.0,22.77726485206012,1,1
14.75,17.617675481841225,1,1
15.5,10.571738422654207,1,1
16.25,3.119634657563267,1,1
17.0,-0.8381463596685015,1,1
17.75,-1.2360940050541915,1,1
18.5,-2.170542047040143,1,1
19.25,0.8047999596879559,1,1
20.0,0.8507441125121872,1,1
20.75,-2.378586143347738,1,1
21.5,0.2326195151410424,1,1
22.25,10.310054262580527,1,1
23.0,4.852678879584555,1,1
23.75,5.4327492363450665,1,1
24.5,32.29686539735718,1,1
25.25,22.64689080653716,1,1
26.0,3.4415259272282452,1,1
26.75,1.9161976064967081,1,1
27.5,4.278248755077363,1,1
28.25,12.53850995432637,1,1
29.0,26.703902575319844,1,1
29.75,25.787368736205035,1,1
30.5,54.588234839053044,1,1
31.25,44.77599387567929,1,1
32.0,15.212056812263562,1,1
32.75,32.46269458006423,1,1
33.5,16.23112871782831,1,1
34.25,10.538187907399172,1,1
35.0,14.48066448808791,1,1
35.75,5.152327507375972,1,1
36.5,13.301228184918628,1,1
37.25,27.379179724016808,1,1
38.0,8.97661097286975,1,1
38.75,3.08449877530406,1,1
39.5,-2.57322390212906,1,1
40.25,-2.195236516090235,1,1
41.0,1.064721630981244,1,1
41.75,1.2664845988796856,1,1
42.5,-3.2638660285044225,1,1
43.25,2.5327724440057144,1,1
44.0,-0.9839180520831363,1,1
44.75,-0.6458025711052395,1,1
45.5,11.598610887279104,1,1
46.25,-0.2002843508165677,1,1
47.0,7.10322018851369,1,1
47.75,6.14233346253009,1,1
0.5,10.724600987658231,1,2
1.25,14.976382514316406,1,2
2.0,28.572419093301598,1,2
2.75,19.576951802929123,1,2
3.5,38.279037343527435,1,2
4.25,13.39389965137234,1,2
5.0,5.902690095361635,1,2
5.75,14.568864073040116,1,2
6.5,47.77809688764762,1,2
7.25,31.55981642282045,1,2
8.0,35.751529996352694,1,2
8.75,36.14232041908433,1,2
9.5,8.616953433330899,1,2
10.25,0.13972041583687256,1,2
11.0,7.366291577375165,1,2
11.75,0.5593015888887043,1,2
12.5,-1.8452599550078284,1,2
13.25,1.7962350864238097,1,2
14.0,24.01283265316272,1,2
14.75,8.945561910229033,1,2
15.5,27.865500449322784,1,2
16.25,8.719472951470234,1,2
17.0,2.586557728825759,1,2
17.75,2.5010534325125104,1,2
18.5,2.029928770837371,1,2
19.25,-0.9109394952615629,1,2
20.0,0.1388459481819057,1,2
20.75,1.0036617494012594,1,2
21.5,1.8256835354521583,1,2
22.25,-2.152277924635803,1,2
23.0,-2.255308634856864,1,2
23.75,6.832255011048817,1,2
24.5,24.249367202676567,1,2
25.25,15.04112236476181,1,2
26.0,18.270647498330515,1,2
26.75,12.12614374766712,1,2
27.5,5.421116537665471,1,2
28.25,0.8203510361396104,1,2
29.0,16.844235204279034,1,2
29.75,39.5648752984749,1,2
30.5,35.47613242283886,1,2
31.25,23.286862475577717,1,2
32.0,18.163864229841995,1,2
32.75,12.425253819216346,1,2
33.5,10.669705762966226,1,2
34.25,10.581503736043647,1,2
35.0,0.31654754152497155,1,2
35.75,14.527365147272475,1,2
36.5,10.086576271983848,1,2
37.25,3.62732026429742,1,2
38.0,13.916589447277037,1,2
38.75,5.72181831124878,1,2
39.5,4.298072330829319,1,2
40.25,2.3774394674532453,1,2
41.0,-0.19501022886485941,1,2
41.75,-0.6397818794138679,1,2
42.5,-1.0583956999926725,1,2
43.25,2.944815989888296,1,2
44.0,2.348620906804212,1,2
44.75,2.713845588821273,1,2
45.5,4.961782470991678,1,2
46.25,-0.16865113890838734,1,2
47.0,8.775839365411336,1,2
47.75,8.437394108194153,1,2
0.5,7.4743290742571,1,3
1.25,28.657084717537266,1,3
2.0,23.69261400886814,1,3
2.75,12.540707286401283,1,3
3.5,3.500947922986592,1,3
4.25,4.620206812443471,1,3
5.0,3.306531091264393,1,3
5.75,18.35223955658268,1,3
6.5,34.3598855729968,1,3
7.25,35.123179125783004,1,3
8.0,59.30756323117434,1,3
8.75,24.2801935936926,1,3
9.5,12.626075807519426,1,3
10.25,8.04586777951747,1,3
11.0,5.369202616688677,1,3
11.75,20.983685851373544,1,3
12.5,21.997637133926368,1,3
13.25,2.4439612103464405,1,3
14.0,10.90460200139871,1,3
14.75,29.720595641930487,1,3
15.5,33.221439886103724,1,3
16.25,12.924564487900854,1,3
17.0,3.4675367041251848,1,3
17.75,-1.4371986230499139,1,3
18.5,-1.2572809853995444,1,3
19.25,1.2558803595656969,1,3
20.0,-0.10723857644566757,1,3
20.75,3.2846709557836857,1,3
21.5,6.297634353661328,1,3
22.25,10.37408989361075,1,3
23.0,9.078301425782216,1,3
23.75,9.998693771627417,1,3
24.5,24.035576286226263,1,3
25.25,29.972088613540834,1,3
26.0,10.202868596067134,1,3
26.75,16.91320687282977,1,3
27.5,18.687079284205915,1,3
28.25,45.70395862686991,1,3
29.0,42.946974035246775,1,3
29.75,34.84624302897224,1,3
30.5,21.59211702115576,1,3
31.25,32.303878242889695,1,3
32.0,28.366083446780053,1,3
32.75,65.34092975649205,1,3
33.5,33.792312110035354,1,3
34.25,30.51412672457736,1,3
35.0,35.61899527988737,1,3
35.75,25.864482274882445,1,3
36.5,24.329160003957483,1,3
37.25,39.76948822049834,1,3
38.0,34.10413793704955,1,3
38.75,13.488856076596822,1,3
39.5,2.5204800129476777,1,3
40.25,2.538843223237014,1,3
41.0,3.5697394924282415,1,3
41.75,11.140452320816701,1,3
42.5,4.604063000165555,1,3
43.25,5.247076365378361,1,3
44.0,-1.7994941358605303,1,3
44.75,-0.4475857833265835,1,3
45.5,-2.2902137703131933,1,3
46.25,2.5255028521392284,1,3
47.0,0.8281983813696074,1,3
47.75,4.589994652214631,1,3
0.5,17.31711558561297,1,4
1.25,16.698999664408205,1,4
2.0,10.814615960130268,1,4
2.75,23.33890111569274,1,4
3.5,29.909604527853126,1,4
4.25,32.26844284653782,1,4
5.0,40.46602937294705,1,4
5.75,27.187670396347112,1,4
6.5,59.01324171324929,1,4
7.25,55.02143344231715,1,4
8.0,76.2548206609073,1,4
8.75,54.18623287857702,1,4
9.5,66.47156625131173,1,4
10.25,53.866600682819424,1,4
11.0,52.57759878635025,1,4
11.75,59.387935335139765,1,4
12.5,50.561703710089695,1,4
13.25,21.998494428602594,1,4
14.0,20.68185903727295,1,4
14.75,13.30717449782358,1,4
15.5,7.7885800001420495,1,4
16.25,3.269796254773153,1,4
17.0,2.448865616872906,1,4
17.75,0.516950318264761,1,4
18.5,-4.72118175704203,1,4
19.25,1.4649717582469333,1,4
20.0,3.5273707954570015,1,4
20.75,-4.377037246405977,1,4
21.5,-0.12281722115157358,1,4
22.25,1.4040808057228946,1,4
23.0,-1.1170011520902157,1,4
23.75,-4.127896416415357,1,4
24.5,20.525238025916515,1,4
25.25,14.561772127421555,1,4
26.0,33.474980324774414,1,4
26.75,28.357376861198983,1,4
27.5,25.449644056301715,1,4
28.25,66.35860580725223,1,4
29.0,62.386077777762296,1,4
29.75,95.083988341428,1,4
30.5,63.19625877394005,1,4
31.25,83.30113678772997,1,4
32.0,39.999065645104494,1,4
32.75,47.30970998029161,1,4
33.5,69.62649927230748,1,4
34.25,38.36101260809538,1,4
35.0,53.28344781155173,1,4
35.75,67.1482642109565,1,4
36.5,24.991979156057877,1,4
37.25,8.92784745741322,1,4
38.0,13.561607063755002,1,4
38.75,15.347988924476313,1,4
39.5,18.94179777309646,1,4
40.25,11.51425554960581,1,4
41.0,2.0245988657573015,1,4
41.75,-2.671676188120291,1,4
42.5,-0.14340709007242522,1,4
43.25,2.076799517022564,1,4
44.0,-2.428597693488536,1,4
44.75,4.754904909578265,1,4
45.5,6.929890669568824,1,4
46.25,8.872144880002455,1,4
47.0,35.55554487815335,1,4
47.75,29.851600088537044,1,4
0.5,6.831043377390664,1,5
1.25,23.513965864113626,1,5
2.0,31.080621844541074,1,5
2.75,8.614773810713665,1,5
3.5,16.08532890610315,1,5
4.25,18.974485235450654,1,5
5.0,7.753668652116348,1,5
5.75,22.325349988355093,1,5
6.5,19.116486732903915,1,5
7.25,34.566575007508135,1,5
8.0,28.185363183863817,1,5
8.75,11.368205821946251,1,5
9.5,17.353263677233212,1,5
10.25,2.5335512271553235,1,5
11.0,7.562012815247147,1,5
11.75,10.901664690104267,1,5
12.5,22.77028384216708,1,5
13.25,22.145948433185293,1,5
14.0,14.612118830960807,1,5
14.75,1.938111275889112,1,5
15.5,4.310249419124993,1,5
16.25,4.313526727644498,1,5
17.0,-0.20634537112692808,1,5
17.75,5.404418540287795,1,5
18.5,1.7155251498411936,1,5
19.25,3.693757493795683,1,5
20.0,1.6222852129940346,1,5
20.75,7.707970247981459,1,5
21.5,2.4782614741196416,1,5
22.25,-2.2965348837891986,1,5
23.0,10.187695062255544,1,5
23.75,14.853360562363653,1,5
24.5,13.905514452624056,1,5
25.25,19.943779389218136,1,5
26.0,23.234274815892118,1,5
26.75,22.283055621455567,1,5
27.5,24.77164848139234,1,5
28.25,20.114145331480557,1,5
29.0,19.530560152738055,1,5
29.75,20.81485535251212,1,5
30.5,37.169354790975945,1,5
31.25,15.745366050789823,1,5
