id,ratio,TP,Cell_Area,Nuclear_Mean,Cell_Mean,ratio_new,time,fruc,obs,frud_ic,obs_id,fruc_scale_fac,fruc_mM
1,1.0375250304729544,0,10.609228,2214.911392,2134.80285,0.03752503047295442,0,2,0.03752503047295441,2,1,2,110
1,1.0267389073347286,1,10.609228,2125.886076,2070.522565,0.02673890733472859,0.5,2,0.026738907334728595,2,1,2,110
1,1.0320930771609491,2,10.609228,2088.22093,2023.287411,0.0320930771609491,1,2,0.032093077160949106,2,1,2,110
1,1.0207995319652388,3,9.223224,2046.189873,2004.497268,0.020799531965238854,1.5,2,0.020799531965238854,2,1,2,110
1,1.06252761248578,4,9.223224,2117.884615,1993.251366,0.06252761248578018,2,2,0.06252761248578016,2,1,2,110
1,1.1331154324796966,5,9.223224,2290.976744,2021.838798,0.13311543247969665,2.5,2,0.13311543247969665,2,1,2,110
1,1.2252681170699837,6,7.56002,2550.383333,2081.49,0.22526811706998376,3,2,0.2252681170699838,2,1,2,110
1,1.2485672035299034,7,7.56002,2628.783333,2105.44,0.24856720352990339,3.5,2,0.2485672035299034,2,1,2,110
1,1.2391838877481651,8,7.56002,2679.466667,2162.283333,0.2391838877481651,4,2,0.23918388774816512,2,1,2,110
1,1.2079243920193135,9,7.56002,2646.916667,2191.293333,0.2079243920193134,4.5,2,0.2079243920193134,2,1,2,110
1,1.180596875483832,10,7.56002,2572.8,2179.236667,0.180596875483832,5,2,0.180596875483832,2,1,2,110
1,1.180596875483832,11,7.56002,2572.8,2179.236667,0.180596875483832,5.5,2,0.180596875483832,2,1,2,110
1,1.2502400562644083,12,8.668823,2687.038462,2149.218023,0.25024005626440815,6,2,0.25024005626440815,2,1,2,110
1,1.319076739880359,13,11.743231,2675.081967,2027.995708,0.31907673988035884,6.5,2,0.31907673988035884,2,1,2,110
1,1.248402320901759,14,10.029626,2611.949367,2092.233668,0.248402320901759,7,2,0.248402320901759,2,1,2,110
1,1.2691268064553567,15,10.987229,2592.101266,2042.428899,0.26912680645535664,7.5,2,0.26912680645535664,2,1,2,110
1,1.197423583900182,16,7.61042,2555.714286,2134.344371,0.19742358390018203,8,2,0.197423583900182,2,1,2,110
1,1.2632367906325275,17,11.36523,2547.971014,2017.017738,0.2632367906325275,8.5,2,0.2632367906325275,2,1,2,110
1,1.2613994726532634,18,9.979226,2560.271429,2029.707071,0.2613994726532634,9,2,0.2613994726532634,2,1,2,110
1,1.2926188753935028,19,10.987229,2598.442623,2010.215596,0.2926188753935028,9.5,2,0.29261887539350273,2,1,2,110
1,1.2528772909767543,20,11.289629,2510.869565,2004.082589,0.25287729097675415,10,2,0.25287729097675415,2,1,2,110
1,1.2072433468315118,21,9.576025,2464.6,2041.510526,0.2072433468315117,10.5,2,0.2072433468315117,2,1,2,110
1,1.1841317680815993,22,8.668823,2451.011628,2069.880814,0.18413176808159934,11,2,0.18413176808159934,2,1,2,110
1,1.1404665400559517,23,8.971223,2352.241071,2062.525281,0.1404665400559518,11.5,2,0.14046654005595177,2,1,2,110
1,1.1591271950995379,24,9.223224,2372.416667,2046.726776,0.1591271950995378,12,2,0.1591271950995378,2,1,2,110
1,1.220849080331882,25,13.381235,2373.670886,1944.278719,0.2208490803318822,12.5,2,0.2208490803318822,2,1,2,110
1,1.1565824339579203,26,10.029626,2321.598039,2007.291457,0.1565824339579202,13,2,0.15658243395792024,2,1,2,110
1,1.1796773754730205,27,11.39043,2317.536232,1964.550885,0.17967737547302054,13.5,2,0.17967737547302057,2,1,2,110
1,1.1795934113373117,28,12.322832,2291.766667,1942.844581,0.1795934113373116,14,2,0.1795934113373116,2,1,2,110
1,1.1071637488656048,29,8.593222,2211.0125,1997.005865,0.10716374886560472,14.5,2,0.10716374886560473,2,1,2,110
1,1.1074868219562788,30,10.483227,2158.952381,1949.415865,0.10748682195627875,15,2,0.10748682195627876,2,1,2,110
1,1.1137015641733177,31,10.080026,2137.0875,1918.905,0.11370156417331766,15.5,2,0.11370156417331764,2,1,2,110
1,1.0827312920707326,32,9.223224,2131.75,1968.863388,0.08273129207073254,16,2,0.08273129207073254,2,1,2,110
1,1.0842270351173158,33,10.987229,2098.185714,1935.190367,0.08422703511731582,16.5,2,0.08422703511731582,2,1,2,110
2,1.0847603799046828,1,15.523241,2339.129032,2156.355519,0.08476037990468288,0.5,2,0.0847603799046829,2,1,2,110
2,1.0373292104402905,2,15.523241,2187.806452,2109.076299,0.037329210440290465,1,2,0.037329210440290465,2,1,2,110
2,1.04227689195631,3,15.523241,2110.58871,2024.978896,0.04227689195631,1.5,2,0.04227689195631,2,1,2,110
2,1.10078606527456,4,15.523241,2263.91129,2056.631494,0.10078606527455997,2,2,0.10078606527455995,2,1,2,110
2,1.2215139931553896,5,14.918439,2545.983871,2084.285473,0.2215139931553896,2.5,2,0.22151399315538964,2,1,2,110
2,1.266606179733791,6,13.482035,2669.669643,2107.734579,0.26660617973379097,3,2,0.26660617973379097,2,1,2,110
2,1.3018760576861004,7,13.482035,2751.5625,2113.536449,0.3018760576861004,3.5,2,0.30187605768610043,2,1,2,110
2,1.3296742200991578,8,13.482035,2816.319588,2118.052336,0.3296742200991579,4,2,0.3296742200991579,2,1,2,110
2,1.2887051018351976,9,11.894431,2816.123711,2185.235169,0.28870510183519754,4.5,2,0.28870510183519754,2,1,2,110
2,1.2782661348925775,10,11.894431,2782,2176.385593,0.2782661348925774,5,2,0.2782661348925774,2,1,2,110
2,1.2782661348925775,11,11.894431,2782,2176.385593,0.2782661348925774,5.5,2,0.2782661348925774,2,1,2,110
2,1.2645869077762055,12,12.322832,2731.546512,2160.030675,0.2645869077762055,6,2,0.2645869077762055,2,1,2,110
2,1.3550261572150828,13,14.313637,2817.416667,2079.234155,0.3550261572150828,6.5,2,0.35502615721508285,2,1,2,110
2,1.2967824494073907,14,14.515238,2706.785714,2087.309028,0.29678244940739074,7,2,0.29678244940739074,2,1,2,110
2,1.409292045473277,15,14.313637,2921.685714,2073.158451,0.40929204547327697,7.5,2,0.40929204547327697,2,1,2,110
2,1.2569339560065946,16,10.407627,2735.319588,2176.184019,0.2569339560065945,8,2,0.2569339560065945,2,1,2,110
2,1.3564735815755364,17,14.313637,2785.7,2053.633803,0.35647358157553644,8.5,2,0.35647358157553644,2,1,2,110
2,1.285557748136888,18,13.381235,2668.510417,2075.760829,0.28555774813688817,9,2,0.28555774813688817,2,1,2,110
2,1.2970720253288783,19,13.608036,2661.719101,2052.098148,0.2970720253288782,9.5,2,0.2970720253288782,2,1,2,110
2,1.2809213625834872,20,14.767239,2590.6875,2022.518771,0.2809213625834872,10,2,0.28092136258348727,2,1,2,110
2,1.2887072114994351,21,14.868039,2584.825581,2005.750847,0.28870721149943507,10.5,2,0.2887072114994351,2,1,2,110
2,1.2730833217066075,22,12.801633,2608.046512,2048.606299,0.27308332170660765,11,2,0.27308332170660765,2,1,2,110
2,1.2821877929251775,23,15.39724,2548.447917,1987.577741,0.2821877929251774,11.5,2,0.2821877929251774,2,1,2,110
